,title,director,distributor,distributor_group,release_date,release_season,nation,screen,rev_nationwide,aud_nationwide,genre,rate,type,starring_actors,running_times,release_year,director_power,expert_rating,sequel,original,actor_power,before_news,after_news,holiday,dist_cat,audience_rating,rating_audiences
545,킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,"동우에이앤이(주),(주)박수엔터테인먼트",D,20170610,summer,일본,92,676167500,82863,애니메이션,15세이상관람가,일반영화,"남도형,엄상현,이원찬",70,2017,135695,0,1,1,1512057,10,3,0,C,9.888888889,36
546,원더,스티븐 크보스키,CGV아트하우스,A,20171227,winter,미국,183,632389700,81680,드라마,전체관람가,독립/예술영화,"제이콥 트렘블레이,줄리아 로버츠,오웬 윌슨",113,2017,0,6.86,0,1,1272633,58,146,0,A,9.404761905,42
547,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,㈜코리아스크린,D,20170815,summer,기타,164,582071200,79446,애니메이션,전체관람가,독립/예술영화,"방지원,이세원,박상우",86,2017,0,0,0,1,339323,10,18,1,C,0,0
548,오즈: 신기한 마법가루,블라디미르 토로프킨,(주)스마일이엔티,D,20170720,summer,기타,343,565456600,78440,애니메이션,전체관람가,독립/예술영화,"이장원,김하영",91,2017,0,0,0,1,370981,11,20,0,C,7.8,45
549,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,타케모토 노보루,(주)넥스트엔터테인먼트월드(NEW),C,20171109,autumn,일본,370,501257700,65895,액션,전체관람가,일반영화,"나카오 마사키,야나기 미키,난바 쇼헤이",58,2017,0,0,1,1,0,2,5,0,A,8.866666667,60
550,뷰티풀 투모로우,장재혁,씨제이 씨지브이(CJ CGV)(주),A,20171026,autumn,한국,47,552273700,63279,드라마,12세이상관람가,일반영화,"박효신,정재일",68,2017,0,0,0,1,0,13,41,0,A,0,0
551,지랄발광 17세,켈리 프레몬,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20170628,summer,미국,90,508342200,63258,코미디,15세이상관람가,독립/예술영화,헤일리 스테인펠드,102,2017,0,6.4,0,0,3732624,13,50,0,B,0,0
552,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,B,20170928,autumn,미국,135,441475500,62454,애니메이션,전체관람가,일반영화,"김미랑,서지연",64,2017,0,0,1,1,86293,3,25,0,B,8.55,100
553,더 크리스마스,티모시 렉카트,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20171221,winter,미국,158,461785500,62082,애니메이션,전체관람가,일반영화,"스티븐 연,지나 로드리게즈,제커리 레비",86,2017,0,7,0,1,0,155,389,0,B,8.6,5
554,래빗 스쿨,우테 폰 뮌쇼폴,예지림엔터테인먼트,D,20171123,autumn,기타,314,401768900,55784,애니메이션,전체관람가,독립/예술영화,"황창영,민아,최정현",76,2017,7556,0,0,0,23643203,4,10,0,C,8.418604651,43
555,위시 어폰,존 R. 레오네티,(주)이수C&E,B,20170720,summer,미국,279,434148000,55110,공포,15세이상관람가,일반영화,"조이 킹,이기홍,라이언 필립",90,2017,925813,3.5,0,0,5556911,17,31,0,B,8.122807018,57
556,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,"(주)이수C&E,(주)에이원엔터테인먼트",B,20171214,winter,일본,207,424665700,54988,애니메이션,전체관람가,일반영화,"조경이,이재현,이지현",65,2017,0,0,0,1,53984,1,15,0,B,0,0
557,튤립 피버,저스틴 채드윅,(주)팝엔터테인먼트,D,20171214,winter,영국,359,417768549,52144,드라마,청소년관람불가,독립/예술영화,"알리시아 비칸데르,데인 드한,크리스토프 왈츠",105,2017,0,5.33,0,1,9105579,14,46,0,C,7.894736842,76
558,매혹당한 사람들,소피아 코폴라,유니버설픽쳐스인터내셔널 코리아(유),B,20170906,autumn,미국,395,393548500,51867,스릴러,15세이상관람가,독립/예술영화,"니콜 키드먼,커스틴 던스트,엘르 패닝",94,2017,0,7,0,1,730412,32,59,0,B,8.376811594,69
559,윈드 리버,테일러 쉐리던,(주)유로커뮤니케이션,D,20170914,autumn,미국,330,391358700,50783,액션,15세이상관람가,독립/예술영화,"제레미 레너,엘리자베스 올슨",111,2017,0,7.33,0,0,36065780,28,55,0,C,8.368421053,38
560,잃어버린 도시 Z,제임스 그레이,(주)영화사 빅,D,20170921,autumn,미국,398,362053440,47088,액션,12세이상관람가,독립/예술영화,"찰리 허냄,로버트 패틴슨,시에나 밀러",141,2017,200,6.83,0,1,284791,23,54,0,C,7.153846154,26
561,마더!,대런 아로노프스키,롯데쇼핑㈜롯데엔터테인먼트,A,20171019,autumn,미국,398,366642382,46469,드라마,청소년관람불가,일반영화,"제니퍼 로렌스,하비에르 바르뎀",121,2017,2026574,7.25,0,0,9344389,251,173,0,A,7.304347826,69
562,내가 죽기 전에 가장 듣고 싶은 말,마크 펠링톤,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니",D,20170719,summer,미국,154,328678600,44839,코미디,12세이상관람가,독립/예술영화,"셜리 맥클레인,아만다 사이프리드,앤쥴 리 딕슨",108,2017,0,5.33,0,0,443002,13,21,0,C,0,0
563,어벤져스: 인피니티 워,"안소니 루소,조 루소",월트디즈니컴퍼니코리아 유한책임회사,B,20180425,spring,미국,2553,99825092869,11202637,액션,12세이상관람가,일반영화,"로버트 다우니 주니어,조슈 브롤린,크리스 헴스워스",149,2018,17354064,7.09,1,1,36947741,608,2178,0,B,9.198528235,6251
564,쥬라기 월드: 폴른 킹덤,후안 안토니오 바요나,유니버설픽쳐스인터내셔널 코리아(유),B,20180606,summer,미국,1972,48575547937,5519169,액션,12세이상관람가,일반영화,"크리스 프랫,브라이스 달라스 하워드",127,2018,87841,6.4,1,1,12897986,202,880,1,B,8.635820235,4517
565,블랙 팬서,라이언 쿠글러,월트디즈니컴퍼니코리아 유한책임회사,B,20180214,winter,미국,1620,45883143457,5398994,액션,12세이상관람가,일반영화,채드윅 보스만,135,2018,0,6.67,0,1,0,316,820,0,B,8.201442841,1802
566,독전,이해영,(주)넥스트엔터테인먼트월드(NEW),C,20180522,spring,한국,1357,43314002813,5043771,범죄,15세이상관람가,일반영화,"조진웅,류준열,김주혁",123,2018,351208,5.29,0,1,35620681,1199,664,1,A,8.640061397,1303
567,데드풀 2,데이빗 레이치,이십세기폭스코리아(주),B,20180516,spring,미국,1576,34174783339,3783341,액션,청소년관람불가,일반영화,"라이언 레이놀즈,조슈 브롤린,재지 비츠",117,2018,271497,5.86,1,1,5889355,477,731,0,B,9.184284617,3907
568,코코,리 언크리치,월트디즈니컴퍼니코리아 유한책임회사,B,20180111,winter,미국,1177,27685479440,3510017,애니메이션,전체관람가,일반영화,"안소니 곤잘레스,가엘 가르시아 베르날,벤자민 브랫",104,2018,0,8,0,0,18269,130,206,0,B,9.160084034,2380
569,그것만이 내 세상,최성현,씨제이이앤엠(주),A,20180117,winter,한국,862,27441213382,3417629,코미디,12세이상관람가,일반영화,"이병헌,윤여정,박정민",120,2018,0,5.2,0,0,39648361,1636,828,0,A,9.222732491,1742
570,곤지암,정범식,(주)쇼박스,C,20180328,spring,한국,1124,21442114144,2675559,공포,15세이상관람가,일반영화,"위하준,박지현,오아연",94,2018,149181,6.33,0,0,2499464,247,482,0,A,7.644761905,1050
571,탐정: 리턴즈,이언희,씨제이이앤엠(주),A,20180613,summer,한국,1041,22851746720,2672552,코미디,15세이상관람가,일반영화,"권상우,성동일,이광수A",116,2018,1153109,6,1,0,14292533,250,729,1,A,9.146086957,1150
572,지금 만나러 갑니다,이장훈,롯데쇼핑㈜롯데엔터테인먼트,A,20180314,spring,한국,1163,20795917128,2601529,멜로/로맨스,12세이상관람가,일반영화,"소지섭,손예진",131,2018,0,5.5,0,1,12437441,1549,1072,0,A,9.029113924,790
573,조선명탐정: 흡혈괴마의 비밀,김석윤,(주)쇼박스,C,20180208,winter,한국,1249,19690818764,2424330,사극,12세이상관람가,일반영화,"김명민,오달수,김지원",120,2018,3872015,5.17,1,0,67665525,384,673,0,A,8.192719486,934
574,메이즈 러너: 데스 큐어,웨스 볼,이십세기폭스코리아(주),B,20180117,winter,미국,1090,18902873104,2299732,액션,12세이상관람가,일반영화,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",143,2018,2744413,5,1,1,11582365,1491,552,0,B,8.50989011,910
575,레디 플레이어 원,스티븐 스필버그,워너브러더스 코리아(주),B,20180328,spring,미국,1079,19924623571,2253717,액션,12세이상관람가,일반영화,"마크 라이런스,사이먼 페그,올리비아 쿡",140,2018,386318,8.36,0,1,13930282,135,406,0,B,8.930516954,1799
576,쥬만지: 새로운 세계,제이크 캐스단,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20180103,winter,미국,791,13814824864,1708672,액션,12세이상관람가,일반영화,"드웨인 존슨,잭 블랙,케빈 하트",118,2018,0,5.33,1,1,13493018,66,347,0,B,8.473394495,545
577,리틀 포레스트,임순례,메가박스중앙(주)플러스엠,A,20180228,winter,한국,884,11919745185,1504866,드라마,전체관람가,일반영화,"김태리,류준열,문소리",103,2018,0,6.36,0,1,19035624,1249,952,0,A,9.052009456,846
578,골든슬럼버,노동석,씨제이이앤엠(주),A,20180214,winter,한국,833,11412768798,1387508,범죄,15세이상관람가,일반영화,"강동원,김의성,한효주",108,2018,0,5,0,1,73499560,1241,760,0,A,6.530805687,422
579,램페이지,브래드 페이튼,워너브러더스 코리아(주),B,20180412,spring,미국,909,11951980109,1385511,액션,12세이상관람가,일반영화,"드웨인 존슨,제프리 딘 모건,나오미 해리스",107,2018,1730170,4.8,0,1,9329813,48,376,0,B,8.916932907,939
580,궁합,홍창표,씨제이이앤엠(주),A,20180228,winter,한국,966,10478875438,1340117,코미디,12세이상관람가,일반영화,"심은경,이승기",110,2018,0,4,0,0,6339406,834,603,0,A,7.91918429,1324
581,사라진 밤,이창희,씨네그루(주)키다리이엔티,B,20180307,spring,한국,925,10686397316,1314274,스릴러,15세이상관람가,일반영화,"김상경,김강우,김희애",101,2018,0,4.67,0,1,3673681,725,494,0,B,8.142,500
582,오션스8,게리 로스,워너브러더스 코리아(주),B,20180613,summer,미국,837,10972422166,1251725,액션,12세이상관람가,일반영화,"산드라 블록,케이트 블란쳇,앤 해서웨이",110,2018,0,5.8,1,1,12031986,126,414,1,B,8.625824694,1061
583,바람 바람 바람,이병헌,(주)넥스트엔터테인먼트월드(NEW),C,20180405,spring,한국,985,9702206675,1183959,코미디,청소년관람불가,일반영화,"이성민,신하균,송지효",100,2018,3044134,4.6,0,1,15834705,325,788,0,A,7.064593301,836
584,챔피언,김용완,워너브러더스 코리아(주),B,20180501,spring,한국,874,9440659230,1125238,드라마,12세이상관람가,일반영화,"마동석,권율,한예리",108,2018,0,5.43,0,0,40366401,1334,868,0,B,7.765765766,222
585,퍼시픽 림: 업라이징,스티븐 S. 드나이트,유니버설픽쳐스인터내셔널 코리아(유),B,20180321,spring,미국,1145,8962712795,1077235,액션,15세이상관람가,일반영화,"존 보예가,스콧 이스트우드",111,2018,0,5.6,1,0,6534391,35,420,0,B,8.246355685,686
586,염력,연상호,(주)넥스트엔터테인먼트월드(NEW),C,20180131,winter,한국,1099,7484644112,990104,드라마,15세이상관람가,일반영화,"류승룡,심은경",101,2018,11565078,6,0,0,4764918,1277,675,0,A,6.505415162,554
587,월요일이 사라졌다,토미 위르콜라,(주)스마일이엔티,D,20180222,winter,영국,355,7489885100,903175,액션,15세이상관람가,독립/예술영화,"누미 라파스,윌렘 대포,글렌 클로즈",123,2018,0,5.25,0,0,1329576,30,158,0,C,9,8
588,레슬러,김대웅,롯데쇼핑㈜롯데엔터테인먼트,A,20180509,spring,한국,957,6439292657,765813,드라마,15세이상관람가,일반영화,"유해진,김민재,이성경",110,2018,0,4.33,0,0,49270840,762,597,0,A,6.746987952,415
589,마녀,박훈정,워너브러더스 코리아(주),B,20180627,summer,한국,1117,5547497752,661965,미스터리,15세이상관람가,일반영화,"김다미,조민수,박희순",125,2018,2957484,5.63,0,0,5839131,451,932,0,B,8.568734793,1644
590,인시디어스4: 라스트 키,애덤 로비텔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20180131,winter,미국,769,4301309864,554521,공포,15세이상관람가,일반영화,"린 샤예,스펜서 로크,조쉬 스튜어트",103,2018,35,5.33,1,0,825517,24,180,0,B,7.378947368,285
591,"그날, 바다",김지영,(주)엣나인필름,D,20180412,spring,한국,611,4445554528,540558,다큐멘터리,15세이상관람가,독립/예술영화,정우성,110,2018,0,6.4,0,0,9755013,102,689,0,C,9.881427072,953
592,툼레이더,로아 우타우,워너브러더스 코리아(주),B,20180308,spring,미국,806,4500905762,540410,액션,12세이상관람가,일반영화,알리시아 비칸데르,118,2018,15890,5,0,1,3079643,43,247,0,B,7.783625731,342
593,페르디난드,카를로스 살다나,이십세기폭스코리아(주),B,20180103,winter,미국,698,3854216500,533776,애니메이션,전체관람가,일반영화,존 시나,108,2018,0,6.33,0,1,0,22,206,0,B,9.075987842,329
594,7년의 밤,추창민,씨제이이앤엠(주),A,20180328,spring,한국,872,3969337524,528007,스릴러,15세이상관람가,일반영화,"장동건,류승룡,송새벽",123,2018,0,5.5,0,1,635010,1756,539,0,A,6.309677419,310
595,버닝,이창동,CGV아트하우스,A,20180517,spring,한국,739,4712847598,527979,미스터리,청소년관람불가,일반영화,"유아인,스티븐 연,전종서",148,2018,0,7.69,0,0,14355109,2196,2199,0,A,7.736196319,652
596,콰이어트 플레이스,존 크랜신스키,롯데쇼핑㈜롯데엔터테인먼트,A,20180412,spring,미국,677,4580889849,526073,공포,15세이상관람가,일반영화,"에밀리 블런트,존 크래신스키,노아 주프",90,2018,0,7,0,0,612616,57,227,0,A,8.304347826,460
597,셰이프 오브 워터: 사랑의 모양,기예르모 델 토로,이십세기폭스코리아(주),B,20180222,winter,미국,404,4209803400,506182,어드벤처,청소년관람불가,일반영화,"샐리 호킨스,마이클 섀넌,리차드 젠킨스",123,2018,0,8.18,0,0,378513,43,166,0,B,8.841176471,510
598,흥부: 글로 세상을 바꾼 자,조근현,롯데쇼핑㈜롯데엔터테인먼트,A,20180214,winter,한국,627,3381050200,416303,사극,12세이상관람가,일반영화,"정우,김주혁,정진영",105,2018,69303,4.57,0,1,24154054,51,52,0,A,7.734234234,222
599,피터 래빗,윌 글럭,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20180516,spring,미국,599,3002378600,387794,애니메이션,전체관람가,일반영화,"제임스 코든,도널 글리슨,로즈 번",95,2018,0,5.5,0,1,8099753,25,96,0,B,9.202635914,607
600,패딩턴 2,폴 킹,(주)이수C&E,B,20180208,winter,프랑스,629,2527056200,335906,코미디,전체관람가,독립/예술영화,"벤 위쇼,휴 그랜트,샐리 호킨스",104,2018,305100,7.67,1,1,1770295,36,168,0,B,9.167938931,131
601,트루스 오어 데어,제프 와드로,유니버설픽쳐스인터내셔널 코리아(유),B,20180522,spring,미국,530,2645140400,310695,공포,15세이상관람가,일반영화,"루시 헤일,타일러 포시,바이올렛 빈",100,2018,0,3.5,0,0,0,13,148,1,B,8.395280236,339
602,덕구,방수인,메가박스중앙(주)플러스엠,A,20180405,spring,한국,544,2318099700,305582,드라마,전체관람가,일반영화,"이순재,정지훈",91,2018,0,5.5,0,0,13843437,138,252,0,A,9.471153846,104
603,커뮤터,자움 콜렛 세라,메가박스중앙(주)플러스엠,A,20180124,winter,영국,575,2286590955,286042,액션,15세이상관람가,일반영화,"리암 니슨,베라 파미가",104,2018,674323,5.57,0,0,4224111,29,90,0,A,9.105022831,219
604,명탐정 코난:감벽의 관,야마모토 야스이치로,씨제이이앤엠(주),A,20180214,winter,일본,487,1800316000,242164,애니메이션,12세이상관람가,일반영화,"김선혜,강수진,이현진",107,2018,385853,5,1,1,31805,11,71,0,A,8.526315789,76
605,아이 필 프리티,아비 콘,(주)홈초이스,C,20180606,summer,미국,213,2030513900,229346,코미디,15세이상관람가,일반영화,"에이미 슈머,미셸 윌리엄스",110,2018,0,4,0,0,0,26,111,1,C,9.103109656,611
606,치즈인더트랩,김제영,(주)리틀빅픽쳐스,D,20180314,spring,한국,364,1890873700,229005,멜로/로맨스,15세이상관람가,일반영화,"박해진,오연서,박기웅",116,2018,0,4,0,1,706112,2997,829,0,C,8.217391304,92
607,12 솔져스,니콜라이 퓰시,(주)제이앤씨미디어그룹,D,20180131,winter,미국,211,1833626400,223740,액션,15세이상관람가,독립/예술영화,"크리스 헴스워스,마이클 섀넌,마이클 페나",130,2018,0,5,0,0,17183998,25,73,0,C,9.733333333,45
608,1급기밀,홍기선,(주)리틀빅픽쳐스,D,20180124,winter,한국,512,1720083300,217803,드라마,12세이상관람가,일반영화,"김상경,김옥빈,최무성",101,2018,0,5.86,0,0,7267209,220,317,0,C,9.003968254,252
609,50가지 그림자: 해방,제임스 폴리,유니버설픽쳐스인터내셔널 코리아(유),B,20180221,winter,미국,213,1866384500,217785,드라마,청소년관람불가,일반영화,"다코타 존슨,제이미 도넌",105,2018,189620,2.67,1,1,747802,24,65,0,B,8.440092166,434
610,허리케인 하이스트,롭 코헨,(주)넥스트엔터테인먼트월드(NEW),C,20180314,spring,미국,544,1730262848,214949,액션,15세이상관람가,일반영화,"토비 켑벨,매기 그레이스,라이언 콴튼",103,2018,0,3.5,0,0,3021433,25,135,0,A,8.863013699,146
611,한 솔로: 스타워즈 스토리,론 하워드,월트디즈니컴퍼니코리아 유한책임회사,B,20180524,spring,미국,569,1964276778,213980,액션,12세이상관람가,일반영화,"엘든 이렌리치,에밀리아 클라크,우디 해럴슨",135,2018,1515961,7.29,1,0,10072008,56,269,0,B,8.413043478,184
612,콜 미 바이 유어 네임,루카 구아다니노,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20180322,spring,기타,192,1655414700,198013,드라마,청소년관람불가,독립/예술영화,"티모시 샬라메,아미 해머",132,2018,0,7.8,0,0,631745,42,158,0,B,9.42519685,127
613,나미야 잡화점의 기적,히로키 류이치,(주)이수C&E,B,20180228,winter,일본,532,1455461885,191880,판타지,전체관람가,독립/예술영화,"야마다 료스케,니시다 토시유키,무라카미 니지로",130,2018,0,5.75,0,1,5097,65,118,0,B,7.669811321,424
614,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,유야마 쿠니히코,(주)이수C&E,B,20180606,summer,일본,588,1388591900,182545,애니메이션,전체관람가,독립/예술영화,"임채헌,이선호,정미숙",90,2018,1171443,6,1,1,1350550,5,31,1,B,8.042780749,374
615,유전,아리 애스터,(주)팝엔터테인먼트,D,20180607,summer,미국,422,1536786325,174223,공포,15세이상관람가,일반영화,"토니 콜렛,밀리 샤피로,가브리엘 번",127,2018,0,7.13,0,0,486482,81,220,0,C,7.54,150
616,허스토리,민규동,(주)넥스트엔터테인먼트월드(NEW),C,20180627,summer,한국,696,1216916649,169330,드라마,12세이상관람가,일반영화,"김희애,김해숙",121,2018,1205140,6.67,0,0,25700718,306,634,0,A,9.440251572,159
617,미드나잇 선,스콧 스피어,씨네그루(주)키다리이엔티,B,20180621,summer,미국,472,1277894600,151708,멜로/로맨스,12세이상관람가,독립/예술영화,"벨라 손,패트릭 슈왈제네거",92,2018,0,5.25,0,1,1,30,97,0,B,8.992907801,141
618,다운사이징,알렉산더 페인,롯데쇼핑㈜롯데엔터테인먼트,A,20180111,winter,미국,511,1236582004,150215,드라마,15세이상관람가,일반영화,"맷 데이먼,크리스토프 왈츠,홍 차우",135,2018,0,6.13,0,0,10007988,51,175,0,A,5.941605839,274
619,나를 기억해,이한욱,씨네그루(주)키다리이엔티,B,20180419,spring,한국,545,1227953892,140849,미스터리,청소년관람불가,일반영화,"이유영,김희원",102,2018,0,3.67,0,0,7881716,1163,704,0,B,8.064220183,109
620,더 포스트,스티븐 스필버그,CGV아트하우스,A,20180228,winter,미국,281,1090246148,137841,드라마,12세이상관람가,독립/예술영화,"메릴 스트립,톰 행크스",116,2018,386318,7.63,0,1,1592558,120,308,0,A,8.805309735,113
621,시카리오: 데이 오브 솔다도,스테파노 솔리마,㈜코리아스크린,D,20180627,summer,미국,261,1004745900,124017,액션,15세이상관람가,일반영화,"조슈 브롤린,베니시오 델 토로,이사벨라 모너",122,2018,4173,6.43,1,0,913969,34,146,0,C,9.276595745,47
622,얼리맨,닉 파크,(주)이수C&E,B,20180503,spring,영국,597,910471000,118612,애니메이션,전체관람가,독립/예술영화,"에디 레드메인,톰 히들스턴,메이지 윌리암스",89,2018,0,6,0,0,11409312,39,145,0,B,8.583333333,36
623,"안녕, 나의 소녀",사준의,오드,D,20180516,spring,기타,155,868321954,111541,멜로/로맨스,12세이상관람가,독립/예술영화,"류이호,송운화",104,2018,0,5,0,0,0,28,124,0,C,7.490909091,110
624,당갈,니테쉬 티와리,(주)넥스트엔터테인먼트월드(NEW),C,20180425,spring,기타,260,903257500,108959,액션,12세이상관람가,독립/예술영화,"아미르 칸,파티마 사나 셰이크,산야 말호트라",161,2018,0,7,0,0,0,86,162,0,A,9.315789474,19
625,레드 스패로,프란시스 로렌스,이십세기폭스코리아(주),B,20180228,winter,미국,389,860743700,108344,스릴러,청소년관람불가,일반영화,"제니퍼 로렌스,조엘 에저튼,마티아스 쇼에나에츠",140,2018,806520,5.33,0,1,4022897,31,84,0,B,8.629032258,248
626,게이트,신재호,(주)제이앤씨미디어그룹,D,20180228,winter,한국,208,820756100,101173,범죄,15세이상관람가,일반영화,"정려원,임창정,정상훈",92,2018,0,3,0,0,5940034,143,73,0,C,9.255813953,43
627,미니특공대X,이영준,(주)삼지애니메이션,D,20180322,spring,한국,458,744858200,99952,애니메이션,전체관람가,일반영화,"엄상현,전태열,이소영",68,2018,337716,0,1,0,5977878,6,13,0,C,7.5,92
628,레이디 버드,그레타 거윅,유니버설픽쳐스인터내셔널 코리아(유),B,20180404,spring,미국,344,794126700,97777,코미디,15세이상관람가,일반영화,시얼샤 로넌,94,2018,0,7.82,0,0,0,33,87,0,B,8.756097561,123
629,쓰리 빌보드,마틴 맥도나,이십세기폭스코리아(주),B,20180315,spring,미국,110,796847700,97079,코미디,15세이상관람가,일반영화,"프란시스 맥도맨드,우디 해럴슨,샘 록웰",115,2018,0,8.2,0,0,5989291,48,103,0,B,9.333333333,234
630,마야2,"노엘 클리어리,세르지오 델피노",(주)영화사 빅,D,20180201,winter,기타,429,670314200,94179,애니메이션,전체관람가,독립/예술영화,"김서영,김명준,김소희(바이올렛,여왕 목소리)",84,2018,0,6,1,0,2532829,12,32,0,C,9.367647059,68
631,커다랗고 커다랗고 커다란 배,"필립 립스키,요르겐 레르담",예지림엔터테인먼트,D,20180503,spring,기타,350,736453900,93588,애니메이션,전체관람가,독립/예술영화,"이소은,이제인,윤세웅",77,2018,0,6.5,0,0,408101,6,59,0,C,8.956521739,46
632,여중생A,이경섭,롯데컬처웍스(주)롯데엔터테인먼트,A,20180620,summer,한국,479,724154600,86841,드라마,12세이상관람가,일반영화,"김환희,수호",114,2018,0,6,0,1,6862438,158,202,0,A,7.413043478,92
633,플로리다 프로젝트,션 베이커,오드,D,20180307,spring,미국,126,726925600,86406,드라마,15세이상관람가,독립/예술영화,"윌렘 대포,브루클린 프린스,브리아 비나이트",111,2018,0,8.5,0,0,0,28,84,0,C,9.290909091,55
634,올 더 머니,리들리 스콧,판씨네마(주),D,20180201,winter,미국,260,547011500,67602,범죄,15세이상관람가,독립/예술영화,"미셸 윌리엄스,크리스토퍼 플러머,마크 월버그",132,2018,6181320,7,0,1,2468081,36,64,0,C,8.733333333,45
635,레오나르도 다 빈치,세르지오 맨피오,(주)스마일이엔티,D,20180426,spring,기타,150,509942200,64405,애니메이션,전체관람가,독립/예술영화,김명준,82,2018,23084,0,0,1,927467,6,48,0,C,9.090909091,44
636,번개맨과 신비의 섬,김지열,"힘컨텐츠(주),(주)디스테이션",D,20180405,spring,한국,191,481474700,59923,어드벤처,전체관람가,일반영화,"서홍석,홍민아,유수호",70,2018,0,4,1,1,0,4,15,0,C,0,0
637,소공녀,전고운,CGV아트하우스,A,20180322,spring,한국,284,467050200,58340,멜로/로맨스,15세이상관람가,독립/예술영화,"이솜,안재홍",106,2018,0,6.75,0,1,11617053,113,174,0,A,8.957446809,94
638,매직빈,조이 주,(주)영화사 빅,D,20180503,spring,기타,534,427992700,55804,애니메이션,전체관람가,독립/예술영화,"황창영,민아,장병관",72,2018,0,5,0,0,575397,9,56,0,C,6.636363636,11
639,"부르고뉴, 와인에서 찾은 인생",세드릭 클래피쉬,(주)티캐스트,B,20180503,spring,프랑스,55,459620900,52896,드라마,15세이상관람가,독립/예술영화,"피오 마르마이,아나 지라르도,프랑수아 시빌",113,2018,0,6.5,0,0,20056,16,28,0,B,8.59375,32
640,머니백,허준형,(주)리틀빅픽쳐스,D,20180412,spring,한국,472,411511600,52618,액션,15세이상관람가,일반영화,"김무열,박희순,이경영",101,2018,0,5,0,0,57646621,120,195,0,C,7.960784314,51
641,살인소설,김진묵,"(주)스톰픽쳐스코리아,(주)페퍼민트앤컴퍼니",D,20180425,spring,한국,434,392591200,49682,스릴러,15세이상관람가,독립/예술영화,"지현우,오만석,이나라",103,2018,0,5,0,0,3147454,163,219,0,C,7.307692308,26
642,데자뷰,고경민,씨네그루(주)키다리이엔티,B,20180530,spring,한국,536,360833100,48279,미스터리,15세이상관람가,일반영화,"이천희,남규리,이규한",87,2018,0,0,0,0,100523,939,206,0,B,6.986111111,72
643,온리 더 브레이브,조셉 코신스키,㈜코리아스크린,D,20180307,spring,미국,301,373727300,47540,드라마,12세이상관람가,일반영화,"조슈 브롤린,마일즈 텔러,제프 브리지스",133,2018,0,6.5,0,0,6853436,14,31,0,C,9.444444444,36
644,비밥바룰라,이성재,씨네그루(주)키다리이엔티,B,20180124,winter,한국,347,318986200,46817,코미디,12세이상관람가,일반영화,"박인환,신구,임현식",97,2018,0,5,0,0,3439614,424,177,0,B,9.384615385,65
645,"스탠바이, 웬디",벤 루윈,판씨네마(주),D,20180530,spring,미국,345,368424680,46487,드라마,전체관람가,독립/예술영화,"다코타 패닝,토니 콜렛",93,2018,0,6.43,0,0,483825,23,78,0,C,8.823529412,51
646,더 포리너,마틴 캠벨,"(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온",D,20180207,winter,영국,156,328887800,40882,액션,15세이상관람가,일반영화,"성룡,피어스 브로스넌",114,2018,0,5.67,0,1,4518247,16,35,0,C,9.5,4
647,정글번치: 최강 악당의 등장,다비드 알로,(주)팝엔터테인먼트,D,20180419,spring,프랑스,331,292593700,37343,애니메이션,전체관람가,독립/예술영화,"최원형,김민진,박재현",97,2018,0,0,1,0,0,2,13,0,C,7.517241379,29
648,다키스트 아워,조 라이트,유니버설픽쳐스인터내셔널 코리아(유),B,20180117,winter,영국,233,282157800,37300,드라마,12세이상관람가,독립/예술영화,"게리 올드만,크리스틴 스콧 토마스,릴리 제임스",125,2018,185960,6.38,0,1,2692921,26,50,0,B,8.954545455,44
649,반딧불이 딘딘,등위봉,(주)박수엔터테인먼트,D,20180222,winter,기타,303,259903900,36737,애니메이션,전체관람가,독립/예술영화,"방지원,조연우,신정훈",85,2018,0,6,0,0,782957,5,10,0,C,7.666666667,48
650,아일라,칸 울카이,(주)영화사 빅,D,20180621,summer,기타,371,282060500,36335,드라마,15세이상관람가,독립/예술영화,"김설,이스마일 하지오글루",123,2018,0,5.25,0,1,0,47,79,0,C,9.128205128,39
651,벅스 프렌즈,딩 스,(주)스톰픽쳐스코리아,D,20180606,summer,기타,262,275901700,35919,애니메이션,전체관람가,독립/예술영화,"김소희,윤세웅,석승훈",75,2018,0,0,0,0,591781,10,24,1,C,8.179487179,78
